# -b
0.192440	5.669954
-0.657114	5.195893
-1.417488	5.008146
-1.936139	4.686630
-2.595600	4.930701
-3.003949	4.975290
-3.832382	5.184159
-5.198240	5.041002
-5.585468	4.984678
-6.223807	4.754688
-6.787047	4.543473
-7.293964	4.278280
-7.735169	4.334604
-8.835834	4.808665
-9.807424	5.681688
-10.412907	6.078303
-10.800135	6.364617
-11.095836	6.496040
-11.196750	6.594607
-11.163895	6.672052
-11.461943	6.892655
-12.299763	7.256414
-12.562608	7.641295
-12.794945	8.035563
-13.069525	8.265553
-12.982692	8.495543
-13.092993	8.802979
-13.179826	9.011847
-13.325330	9.262958
-13.555320	9.612637
-13.919079	9.938847
-14.029380	9.971702
# -b
-12.431186	7.498138
-12.651788	7.486404
-12.586077	7.366715
-12.431186	7.498138
# -b
-49.917183	-0.018775
-49.863206	0.225296
-49.863206	0.225296
# -b
-50.027484	0.957509
-49.961773	1.300147
-49.863206	1.731964
# -b
-59.708179	8.277287
-59.773891	8.310143
-59.905313	8.462687
# -b
-57.060949	5.791989
-57.272164	6.266050
-57.657045	6.585219
-58.208552	6.871533
-58.518334	6.803475
-58.462010	7.155500
-58.649757	7.606093
-59.168407	8.023829
-59.642468	8.375855
-59.696445	8.298409
-59.708179	8.277287
# -b
-54.028838	5.482207
-53.986595	5.791989
-55.000428	5.968002
-55.307863	5.890556
-55.903960	5.801376
-56.500056	5.902290
-56.929527	5.956268
-57.060949	5.791989
# -b
-51.592823	4.069412
-51.759449	4.531739
-52.165451	4.841521
-52.740426	5.261604
-53.512535	5.538531
-53.798848	5.723931
-54.028838	5.482207
# -b
-50.194110	0.457633
-50.337267	0.204175
-50.048606	0.037549
# -b
-49.863206	0.225296
-50.194110	0.457633
-50.194110	0.457633
# -b
-50.931016	-0.007041
-50.435834	0.525691
-50.027484	0.957509
-50.027484	0.957509
# -b
-49.863206	1.731964
-50.445221	1.910324
-50.665824	2.619068
-50.963872	3.625860
-51.196208	4.135123
-51.383955	4.290015
-51.592823	4.069412
-51.592823	4.069412
# -b
-59.905313	8.462687
-60.280807	8.584723
-60.778336	8.486156
-60.820579	8.584723
-60.733746	8.758389
-60.921493	9.415503
-61.395554	9.600903
-61.649012	9.765181
-61.792169	9.852014
-62.022159	9.875482
-62.409387	9.896604
-62.409387	9.896604
# -b
-80.038812	9.065824
-79.851065	9.239490
-79.487306	9.612637
-79.111812	9.546925
-78.527450	9.415503
-77.954822	9.131535
-77.569942	8.781857
-77.569942	8.781857
# -b
-77.900845	7.244680
-78.363172	7.904141
-78.196546	8.375855
-78.440617	8.429832
-79.078957	8.922667
-79.740764	8.683290
-79.907389	8.429832
# -b
-77.900845	7.244680
-77.745954	6.937245
-77.480762	6.672052
-77.424438	6.266050
-77.370461	5.791989
-77.525352	5.526797
-77.447906	5.008146
-77.370461	4.477761
-77.459640	3.935643
-77.084147	3.902787
-77.138124	3.682184
-77.480762	3.294957
-77.680243	2.907729
-78.032268	2.607334
-78.461739	2.562744
-78.682341	2.121539
-78.628364	1.800023
-78.968655	1.633397
-78.924065	1.412795
-78.881822	1.377592
# -b
-78.870088	1.377592
-79.189258	1.112400
-79.642197	0.812005
-79.829944	0.823739
# -b
-75.671352	10.016292
-75.683086	9.666614
-75.981134	9.415503
-76.344894	8.988379
-76.884666	8.650434
-76.764977	8.420444
-76.753243	8.056685
-76.962111	7.981586
-77.138124	8.342999
-77.415050	8.650434
-77.569942	8.781857
# -b
-71.317973	10.114859
-71.064515	9.481214
-71.261649	9.065824
-71.669998	9.251224
-71.979780	9.720591
-72.012636	9.875482
# -b
-81.803632	7.707007
-81.878731	7.584971
-81.726187	7.486404
-81.803632	7.707007
# -b
-83.235202	10.114859
-82.718898	9.678348
-82.376260	9.328670
-82.155657	9.328670
-81.935055	9.000113
-81.284982	8.835834
-80.733475	9.044703
-80.092789	9.328670
-80.038812	9.065824
# -b
-79.907389	8.429832
-80.435427	8.166986
-80.259415	7.728128
-80.203091	7.432427
-80.766331	7.211824
-80.954078	7.420693
-81.064379	7.772718
-81.228657	7.596705
-81.592417	7.871285
-81.693331	8.035563
-82.188513	8.265553
-82.617984	8.319531
-82.916032	8.232698
-83.026333	8.310143
-83.157756	8.605844
-83.390093	8.561255
-83.720996	8.638700
-83.986189	9.295814
-84.558817	9.579781
-84.791153	9.938847
-84.791153	9.938847
# -b
-85.176034	10.016292
-85.021143	9.753447
-85.396637	9.863748
-85.694685	9.962315
# -b
-79.829944	0.823739
-80.071668	0.359066
-80.059934	0.171319
# -b
-91.383413	0.147851
-91.371679	0.103261
# -b
-91.526570	-0.051630
-91.383413	0.147851
-91.383413	0.147851
# -b
-157.343561	2.013585
-157.254381	1.968995
-157.144080	1.769514
-156.989189	1.591154
-157.364683	1.680334
-157.421007	1.778901
-157.275503	1.868081
-157.343561	1.990116
-157.343561	2.013585
# -b
-162.079475	5.937493
-162.079475	5.892903
-162.079475	5.937493
# -b
-176.564141	0.227643
-176.564141	0.227643
-176.564141	0.227643
-176.564141	0.227643
# -b
170.884800	8.861649
170.962245	8.807672
171.117137	8.718493
171.149992	8.511971
170.995101	8.554214
170.861332	8.718493
170.828476	8.849915
170.884800	8.861649
# -b
172.860835	1.891549
172.926546	1.835225
172.971136	1.501974
173.048582	1.281372
172.905425	1.447997
172.881957	1.769514
172.860835	1.891549
# -b
163.112082	5.364865
163.058105	5.308541
163.013515	5.364865
163.112082	5.364865
# -b
166.909261	9.288773
167.031297	9.277039
167.240165	9.255918
167.439646	9.300508
167.639127	8.993072
167.627393	8.697371
167.505357	8.939095
